item_id,title,current_tags,suggested_add_tags,suggested_folder,suggested_correspondent,confidence,reason,source_query
6pU4fLfRkB4-WchMWp97JXC-kSkaV4Aoxq1-uMXGGty9yLh,Business Email Etiquette.pdf,,bank;contract,,,0.70,matched bank statement search; matched contract/dogovor search,"!exist:folder; content:""contract""; content:""statement""; inbox:yes"
GzKHv4DK5jk-TyEvfsxTr4u-aoswLcHcucp-2V62frMAy15,Business Theory and Practice.pdf,,bank;contract;insurance;invoice;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
88w1cxfRMAR-pjWiokuTfCt-QvLW56LHTXD-GezFLYmP1QC,business-cycles-and-financial-crises.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
9pMB186ADuG-Qd4CnPxv3Fd-rMSrjze5krk-BHygQ7dzCjA,business-cycles-and-financial-crises.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
GH8Sqv5MVqs-5EWMpm5X6Cm-4eRu8hrq9GY-JLDzZmAHrDz,Cambridge Intl AS and A Level Mathematics Probability and Statistics 1.pdf,Mathematics,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement"""
mfgFsdvfwg6-3fDtb8VwNZP-4kre6MwyDCs-wFKkXviNkE,"Cambridge University Press (1227 books PDF, ENG).doc",,contract;insurance,,,0.70,matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; inbox:yes"
2aGquA7zMfA-XJZeVY26Z6E-a78kmBcJaSv-mtqrZngPKUu,capital and interest_Bohm Bawerk.pdf,,bank;contract,,,0.70,matched bank statement search; matched contract/dogovor search,"!exist:folder; content:""contract""; content:""statement""; inbox:yes"
BuAer8PZTg7-B2k6BBEH84f-CUT5CrUeJXo-SVTkDPMz2nC,Capital Structure.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
FEtnbL6R9La-GfE5Bw6dzuP-DjwdBt7tWNd-5izK2yxM9i9,Capital-expectations and market process_lachmann.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
FpirsPqBEKL-MynVTCSPaMX-G2nm5Utt8Ei-QKPWPiGupxQ,capital-fetter.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
6L6nwQEPLTd-eoosgkizcz1-x3MczT8F2nf-hZwTedMMmK9,Capital-in-the-Twenty-First-Century-Thomas-Piketty.pdf,,bank;contract;insurance;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
4yYwjoqDCmJ-7R13zX4h1HP-FmAA6DLauB9-Mb4K6SZPhi1,Carney - The Big Ripoff; How Big Business and Big Government Steal Your Money (2006).pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
3aKYqbGnTrW-8J8cBmrjAhg-HEF8EXtB8Gu-3dvWdjp3EJV,Case Studies in Finance Managing for Corporate Value Creation (7th edition).pdf,,bank;contract;insurance;invoice;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
CNAVdQSGfzo-FRd4C33vf64-pWjEHMdKjzW-9FjmJoe25Sg,Cash Management.pdf,,bank;contract;insurance;invoice;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
8U7JT2uBwDT-9K6i9dupRHW-xZKX1bgq26N-bXTEFxdqE1T,Central Bank Governance And Oversight Reform.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
EE3dsvifBCG-u5kCfBczkSt-DhZgL2azkMG-FSp9FocqwD,Central Banking Theory and Practice in Sustaining Monetary and Financial Stability.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
6Hr8o4UHzbL-V1TRJQdYZwK-EzgS8Dpi9dt-1n3X9ErFjfg,Central Banks and Financial System.pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
BfdftCW13PR-9JynQ9t65EB-FhSbiDuFb7b-nPhHkG3jeD2,central-banking-monetary-policy-an-introduction.pdf,,bank;insurance;receipt,,,0.70,matched bank statement search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
A4oy8Cvni9e-P9kKFR8uYUU-mXBWQoQajtb-Hdn2AWiXsQV,Chang - Appointing Central Bankers (2009).pdf,,bank;contract;insurance;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
G1uF5fqh35S-pVhRqbaW3ov-tZyWTJNU1uY-8pUVZkzhBsJ,cities-in-the-global-economy.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
3F5R3MTheaW-57YT9zcwv2e-QAb8e3U6Cwt-4BtFAg3K7wp,Classification of Services in the Digital Economy .pdf,,bank;contract;insurance;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
9gRzUYgFg36-aEcU5aFASNP-QL56xgdhL8y-k9bvvg3fECa,Cohen - The Future of Global Currency; the Euro versus the Dollar (2011).pdf,,bank;contract;insurance;invoice,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""statement""; inbox:yes"
3Chm2VQJx9C-u3Trf1h25Ds-Ru7MXBfkpMX-U1NRWyW7ZYy,ColFraTheOpeSecOfCenBan.pdf,,bank;contract;insurance;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
Grm5MGG9b1m-rE99duYLNC1-8RaP5fVhJ7h-KwuCCo79wzY,Collectivism_False Utopia.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
BDaS26ZGtNw-RTteuvhxyGM-vYZfBbE1F2c-aupwgfwm3xz,Collinge - The Student Loan Scam; the Most Oppressive Debt in U.S. History and How We Can Fight Back (2009).pdf,,bank;contract;insurance;invoice;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
E5kjBEQgewk-B5aouAUMyHC-irpUCTk8Nut-dWKGtB1rZnU,Common Sense Economics_2.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
A1kx6LJ2S9D-2kbACueprJz-8sMsjBwuD4p-UtAzZvxhMW2,common_sense_economics_hahn.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
EwcC2UmRTDm-T9prEMSuoZ1-c4ju2aWdbpV-ue8Nc9ufirb,Company Valuation and Share Price.pdf,,insurance;receipt,,,0.70,matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""policy""; content:""receipt""; inbox:yes"
BVqXQN7zabH-ehxUPWecZYv-NMnbvmst4rA-AiLqVSBBRfi,Company Valuation and Takeover.pdf,,bank;insurance;receipt,,,0.70,matched bank statement search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
GuXSHZqkEBp-8HMUh4jMz95-EpgkjpqJjZW-xLeeMoH1Zo6,company-valuation-and-takeover.pdf,,bank;insurance;receipt,,,0.70,matched bank statement search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
42wYLNgnUeN-PNa94YuB92p-LoG63vtviqf-H2oaKTM3MNX,Conquest of Poverty.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
AmRQMisQB54-tZJHAmkLqA2-wEPz18H1Ngb-rTTm1LHqJY3,Core Auditing Standards for Practitioners.pdf,,bank;contract;insurance;invoice;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
DRnfThgxZKn-X7LQr6S3x4N-TxwLxRAUXzZ-oYVS6f4rH8n,Corporate Governance and International Business.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
EPvL65d7xBQ-fm7rJrbcBUa-eziKn5ygG1H-c2xass1j3Bt,Corporate Governance and Risk Management.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
43cZzJxNZKm-kEvMGptShx9-4ATszLWppb2-8YyYDrkbG2R,corporate-finance-part-i.pdf,,bank;contract,,,0.70,matched bank statement search; matched contract/dogovor search,"!exist:folder; content:""contract""; content:""statement""; inbox:yes"
HMtSt4WU4nm-Cm5S2JgavL1-8EMUnyHjeNb-4y3QRhzAs72,Corruption and CapAccum in trans economirs.pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
5oqFtCaJkzn-FTtbxr8Ajvn-nNJ9FT23qa2-kHoGb8Dk6hg,cost-analysis.pdf,,contract,,,0.70,matched contract/dogovor search,"!exist:folder; content:""contract""; inbox:yes"
3Th4bDiFKao-qwcVbaSmGzV-vKtdGcZkDEQ-iTQPctY5xfk,Counselling Skills.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
PmsvNoQosB8-GciYRMwhpVY-rvShfNR3Z3v-kgLCNT7wtS,Creative Problem Solving.pdf,,bank;insurance,,,0.70,matched bank statement search; matched insurance/policy search,"!exist:folder; content:""policy""; content:""statement""; inbox:yes"
8orN32Dq9NN-mMu2AvMsU6j-XhsH2LHXeNn-R5DGjBuouM3,Credit-Derivatives-and-Structured-Credit-Products.pdf,,bank;contract;insurance;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
HFZspJAmyFV-827Mf86swVE-NBZHbdsYAfb-ppxyfPphdtY,Criminal Capital.pdf,,bank;contract;insurance;invoice;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
4b2jJyfXQbL-ZL1D9eMaXya-vJ3qadJEDUP-p3zdiPt84K4,Crises and Cycles.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
9HNRUiWYLZR-SZ8wzWSGnJT-7nE9mngM2E4-m1Hp1eseHAd,crisis_of_democracy.pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
7iinZ7Xxe9z-thMABjU2bQ4-wBFrB8obVeM-TWoFoiFHobb,Currency and banking.pdf,,bank;contract;insurance;invoice;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
66Y7vZCd3sr-p51b8ZVc3Gd-Vycs85AJw4u-C6wU2ggjUWv,CurrentFederalReserve.pdf,,bank;contract;insurance;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
E1FzHakMXsV-2Nzds4kwsD6-MdxJaycWjkt-xiJAvnMWyxe,Dancing-with-Money.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
F4qNGqAvcX6-XDNbvZTwCJL-zgxapheskSh-PuTEhhbNbdZ,debt_and_deleveraging_exec_summary.pdf,,contract;insurance,,,0.70,matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; inbox:yes"
Fw8vjxRKjvD-hg5CsSbYPKu-1NECgmBzmbJ-JGtsNMYsihJ,debt_and_deleveraging_full_report.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
ASVCbTgmnD9-oGGSncpK9rB-M8JpGF7YvdH-X7Mrs85Tzx6,debts_that_cant_be_paid_wont_be__michael_hudson.pdf,,contract;insurance,,,0.70,matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; inbox:yes"
3QeoXEmewKp-LC2oJox4LFx-iEitXa4x3HT-kevjbsQYKWn,denationalisation of money by Hayek.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
FHERauiePYA-PB43bynxH6H-hfzCStwz3FY-Hu1J2uefDsH,derivative-markets-an-introduction.pdf,,contract;insurance;receipt,,,0.70,matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; inbox:yes"
FcTnVVQtE2Y-Cj1ZBcBEPWt-chcSNS3MKE1-XrJvyHu4RPS,DIY and Home Improvements Handbook  A Complete Step-by-Step Manual with Over 800 Photos and Diagrams ( PDFDrive ).pdf,,telecom,,A1,0.85,matched obvious A1 signal,"!exist:folder; content:""A1""; inbox:yes"
6QiiFGFwaAS-vybBqJmw8f3-Psczs4wp5w9-6GvwQzXmAGH,DIY Solar Projects - Updated Edition_ Small Projects to Whole-home Systems_ Tap Into the Sun ( PDFDrive ).pdf,,contract;insurance;telecom,,A1,0.85,matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; inbox:yes"
